ticket_id,ticket_label,ticket_description,category,priority,status,software,clinic_service,created_at,created_by,updated_by,assigned_to,suggested_category,redundancy_type,master_ticket,final_priority_score
TIC-1483,Patient scheduling software allows triple booking of the pool.,"Greetings, the logic ignores capacity limits. We have too many patients arriving for aquatic therapy at the same time.",Support,Medium,Open,ChairSpark,Dialysis,2026-03-05 18:15:00,User_043,IT_User_01,IT_User_01,,,,350
TIC-1455,Radiation dosimeter badge scanning dock has a broken USB.,"Dear team, the connector is completely sheared off. We cannot digitally upload the staff radiation exposure safety logs.",Bug,Medium,Open,GrowBack,Pediatrics,2026-03-05 11:15:00,User_018,IT_User_04,IT_User_04,Support,,,350
TIC-1473,Automated purchasing algorithm orders entirely too many surgical masks.,"Greetings, the multiplier logic is flawed. It generated a request that will exhaust our monthly budget completely today.",Software,Medium,Open,ParkClock,Car park,2026-03-05 15:45:00,User_061,IT_User_01,IT_User_01,,,,350
TIC-1118,Dietary automated ordering tablet drops wifi inside the freezer.,"Hello, the thick metal walls block the signal completely. The chef cannot inventory the frozen meat supplies digitally today.",Support,Medium,Open,FetalPrint,Maternity,2026-03-02 22:15:00,User_027,IT_User_06,IT_User_06,,,,350
TIC-1119,Warehouse inventory platform rounds down all syringe box quantities.,"Dear IT, the database math logic is broken. It changes fifty boxes to zero, triggering unnecessary automated reordering constantly.",Software,High,Resolved,PathoVoice,Pathology,2026-03-02 22:30:00,User_051,IT_User_08,IT_User_08,,,,350
TIC-1471,Warehouse receiving clerks locked out of the scanning tablets.,"Hello IT, their domain passwords expired simultaneously. We cannot digitally log the massive morning delivery of medical supplies.",Error,High,In Progress,BladeJam,Car park,2026-03-05 15:15:00,User_086,IT_User_03,IT_User_03,,,,350
TIC-0699,Cardiology holter monitor software fails to import data via USB.,The application no longer recognizes the physical recording devices when plugged into the computer ports.,Support,High,In Progress,USBImport,Cardiology,2026-02-26 13:30:00,User_067,IT_User_08,IT_User_08,,,,350
TIC-0711,Front desk clerk denied access to the visitor database.,Her account was suddenly disabled without any prior warning. She cannot print security badges for the waiting families.,Access,Medium,Open,VisDB,Reception,2026-02-26 16:30:00,User_067,IT_User_01,IT_User_01,,,,350
TIC-1325,Outpatient clinic digital height measuring stadiometer displays hexadecimal codes.,"Hello, the ultrasonic sensor crashed. We cannot accurately record patient heights into the electronic health record system today.",Error,Medium,Open,XrayFault,Radiology,2026-03-05 02:00:00,User_023,IT_User_02,IT_User_02,,,,350
TIC-0818,Maternity delivery room fetal heart monitor prints blank paper.,"The thermal printer mechanism moves, but no ink transfers to the chart. Replace the internal print head.",Support,Medium,Open,FetalPrint,Maternity,2026-02-27 19:15:00,User_027,IT_User_06,IT_User_06,,,,350
TIC-0533,Front desk identity card scanner is scratching the physical plastic cards.,"The internal rollers have seized up, and pushing an ID through destroys the magnetic stripe completely. Patients are very upset that we are ruining their driver licenses.",Support,Medium,Open,IDRoller,Admissions,2026-02-24 20:00:00,User_067,IT_User_05,IT_User_05,,Similarité Sémantique,TIC-0533,350
TIC-0530,Secure family visitation log application requires an unknown master administrative password.,The clerks cannot register new family members for authorized entry into the unit. The system locked everyone out completely during the shift change this morning mysteriously.,Access,Medium,Open,VisitLogICU,ICU,2026-02-24 19:15:00,User_012,IT_User_10,IT_User_10,,,,350
TIC-1278,Parking payment kiosk calculates negative durations for overnight visitors.,"Greetings, the software clock is totally broken. The machine is attempting to refund money to departing hospital patients.",Bug,Medium,Open,NameEdit,Maternity,2026-03-04 14:15:00,User_082,IT_User_06,IT_User_06,,,,350
TIC-0689,Pediatric ward intercom system plays audio in wrong rooms.,Paging room 12 actually broadcasts the audio into room 14. The wiring logic is crossed.,Support,Medium,Open,InterWire,Pediatrics,2026-02-26 11:00:00,User_004,IT_User_08,IT_User_08,,,,350
TIC-1747,Electroencephalogram data viewing software freezes during long video playback.,"Greetings, the application completely locks up. Doctors cannot synchronize the digital brainwaves with the clinical video of the seizures.",Software,Medium,Open,EEGView,Neurology,2026-03-10 22:15:00,User_014,IT_User_03,IT_User_03,,Doublon Exact,TIC-1747,350
TIC-0698,Outpatient clinic patient portal denies all password reset requests.,"The 'forgot password' link generates an email, but clicking the emailed link results in a 404.",Access,Medium,Open,PassReset,Outpatient Clinic,2026-02-26 13:15:00,User_034,IT_User_06,IT_User_06,,,,350
TIC-1745,Locum laboratory technician denied access to the digital archives.,"Dear IT, his profile lacks the necessary security group permissions. He cannot retrieve the digital records of previous biopsies.",Access,Medium,Open,LocumArch,Lab,2026-03-10 21:45:00,User_027,IT_User_10,IT_User_10,,Doublon Exact,TIC-1745,350
TIC-1322,Dialysis continuous heparin infusion pump ignores programmed flow limits.,"Hi team, the software attempts to push lethal amounts of blood thinner. Take this machine out of service.",Support,Medium,Open,IntercomMR,Radiology,2026-03-05 01:15:00,User_031,IT_User_03,IT_User_03,,,,350
TIC-1779,License plate recognition application completely reverses alphabetical text characters.,"Good morning, the optical character software is corrupted. It digitally misreads every authorized physician license plate, denying them entry.",Software,Medium,Open,PlateOCR,Car park,2026-03-11 06:15:00,User_012,IT_User_07,IT_User_07,,Similarité Sémantique,TIC-1779,350
TIC-0965,Nutritional label barcode printer outputs smeared and unreadable ink.,The print head is destroyed. Nurses cannot scan the customized food trays to verify them against patient wristbands.,Support,Medium,Open,DietPrint,Kitchen,2026-03-01 08:00:00,User_088,IT_User_02,IT_User_02,,Similarité Sémantique,TIC-0965,350
TIC-0957,Public announcement speakers play hold music instead of pages.,The audio routing matrix is completely scrambled. We cannot call emergency codes to the front of the hospital.,Bug,High,Resolved,PAAudio,Reception,2026-03-01 06:00:00,User_049,IT_User_09,IT_User_09,,,,350
TIC-1771,Supply chain forecasting software calculates negative inventory requirements entirely.,"Hello IT, the math engine is completely broken. The digital algorithm recommends returning essential surgical supplies to the vendor.",Bug,High,In Progress,StockMath,Stock,2026-03-11 04:15:00,User_031,IT_User_04,IT_User_04,,Doublon Exact,TIC-1771,350
TIC-0553,Electronic growth chart application plots head circumference on the weight axis.,"The graphical display is entirely ruined, making it look like the toddlers are suffering from severe developmental abnormalities. The plotting axes variables in the software are completely reversed today.",Software,Medium,Open,GrowPlot,Pediatrics,2026-02-25 01:00:00,User_093,IT_User_05,IT_User_05,,Similarité Sémantique,TIC-0553,350
TIC-0550,Tumor board video conferencing system microphone array captures only static noise.,The multidisciplinary team cannot discuss complex cancer cases with external specialists because our audio feed is completely garbled. The ceiling microphones appear to have a severe hardware fault.,Support,Medium,Open,TumorBoard,Oncology,2026-02-25 00:15:00,User_071,IT_User_10,IT_User_10,,,,350
TIC-0497,Telemedicine video conferencing platform has no audio output for the attending physicians.,"The doctors can see the patients, but cannot hear a single word they are saying. The sound card drivers on the clinic computers seem to be corrupted.",Error,High,In Progress,TeleDoc,Outpatient Clinic,2026-02-24 11:00:00,User_093,IT_User_09,IT_User_09,,,,350
TIC-1071,Automated exit barrier software calculates parking durations completely wrong.,The system charges every visitor the maximum daily rate regardless of their actual stay time. We need patching.,Bug,High,In Progress,ParkMath,Car park,2026-03-02 10:30:00,User_015,IT_User_01,IT_User_01,,,,350
TIC-0534,Financial counseling software fails to generate the mandated patient cost estimates.,The application throws a server exception when calculating out-of-pocket expenses. We cannot legally admit non-emergency patients without providing this document upfront. Please fix the pricing calculator.,Error,High,Resolved,CostCalc,Admissions,2026-02-24 20:15:00,User_082,IT_User_07,IT_User_07,,,,350
TIC-1518,Dietary ticket generator physically mangles the blank paper.,Hi team. The mechanical rollers are destroying our inventory of blank stickers. We cannot process custom patient meals without these labels.,Access,High,In Progress,TubMix,Maternity,2026-03-06 12:15:00,User_027,IT_User_06,IT_User_06,,,,350
TIC-1549,Night shift pharmacist passcode rejected by narcotics safe.,Greetings. His active directory profile seems disconnected from the vault logic. He cannot access the scheduled pain medications for the hospital.,Support,Medium,Open,TuneFork,Neurology,2026-03-06 20:00:00,User_015,IT_User_08,IT_User_08,,Similarité Sémantique,TIC-1549,350
TIC-1538,Walk in refrigerator digital thermometer triggers false exception.,Hi IT. The database crashed because the sensor reported an impossible absolute zero temperature. The physical cooling unit is actually fine.,Support,High,In Progress,NitrousMonitor,Maternity,2026-03-06 17:15:00,User_008,IT_User_06,IT_User_06,,,,350
TIC-1167,Echocardiogram portable cart drops wireless signal in room five.,"Hello, the wifi dead zone prevents the machine from uploading large video files to the picture archiving communication server.",Access,Medium,Open,DomainTrust,Admissions,2026-03-03 10:30:00,User_004,IT_User_09,IT_User_09,,,,350
TIC-1212,Heart failure prediction software ignores recent patient blood pressure.,"Good morning, the algorithm fails to incorporate new daily vitals. This renders the automated clinical warnings completely useless.",Error,Medium,Open,DirKiosk,Reception,2026-03-03 21:45:00,User_082,IT_User_03,IT_User_03,,,,350
TIC-0790,Pediatric ward nurse locked out of the digital medication administration record.,"The nurse forgot her password and the self-service reset tool is sending emails to an old, deactivated email address.",Access,High,In Progress,ResetFail,Pediatrics,2026-02-27 12:15:00,User_062,IT_User_10,IT_User_10,,,,350
TIC-0558,Front desk patient photo capture webcam causes the registration computer to crash.,Clicking the capture button results in an immediate blue screen of death on the terminal. We are bypassing the security photo requirement entirely just to keep the line moving.,Error,Medium,Open,WebCamCrash,Reception,2026-02-25 02:15:00,User_019,IT_User_06,IT_User_06,,,,350
TIC-0482,Centralized water purification system software indicates a massive drop in water pressure.,"If the pressure actually drops, all ten dialysis machines will fail simultaneously. The physical gauges look fine, so the digital sensor must be malfunctioning. Please verify quickly.",Error,High,In Progress,PureWater,Dialysis,2026-02-24 07:15:00,User_008,IT_User_03,IT_User_03,,,,350
TIC-0771,Reception desk manager cannot access the employee shift scheduling folder.,"The directory permissions were altered, stripping her read and write access to the main staff roster spreadsheet completely.",Access,Medium,Open,FolderPerm,Reception,2026-02-27 07:30:00,User_015,IT_User_01,IT_User_01,,,,350
TIC-0588,Neonatal hearing screening diagnostic tablet battery fails to hold any charge completely.,"The device dies the second we unplug it from the wall, making it impossible to perform the test quietly at the bedside of sleeping infants. Replace the hardware completely.",Support,Medium,Open,HearBat,Maternity,2026-02-25 09:45:00,User_031,IT_User_06,IT_User_06,,Similarité Sémantique,TIC-0588,350
TIC-0499,Automated appointment reminder calls are being made at three in the morning.,The system time zone is completely wrong. We are waking up hundreds of angry patients in the middle of the night. Stop the automated dialer right now.,Software,Medium,Open,AutoDial,Outpatient Clinic,2026-02-24 11:30:00,User_067,IT_User_08,IT_User_08,,,,350
TIC-1573,Ransomware demand text file discovered on laboratory server.,Hi there. A highly suspicious file appeared on the shared drive demanding cryptocurrency. Disconnect the pathology network from the main grid.,Error,Low,Open,SoapNet,Kitchen,2026-03-07 02:00:00,User_055,IT_User_05,IT_User_05,,,,350
TIC-1054,Baby formula warming device throws a digital thermal exception.,The machine shut down because the internal thermometer reading spiked artificially. The heating element requires biomedical engineering maintenance.,Error,High,Resolved,WarmError,Pediatrics,2026-03-02 06:15:00,User_034,IT_User_07,IT_User_07,,,,350
TIC-1073,License plate recognition camera lens covered in thick condensation.,The camera cannot read any plates because the internal heater failed. We are manually opening gates for staff.,Support,Medium,Open,CamHeat,Car park,2026-03-02 11:00:00,User_055,IT_User_05,IT_User_05,,,,350
TIC-1422,Automated pill counter database maps aspirin to heavy narcotics.,"Greetings, the medication identifiers are completely crossed. This software flaw creates massive compliance and safety issues for us.",Support,Medium,Open,IntercomMR,Radiology,2026-03-05 03:00:00,User_085,IT_User_08,IT_User_08,Bug,,,350
TIC-1172,Admissions electronic signature capture pad cable is physically severed.,"Greetings, a rolling desk chair cut the wire completely. We cannot process the mandatory hospital financial consent forms today.",Support,Medium,Open,SpeakBlow,Reception,2026-03-03 11:45:00,User_071,IT_User_03,IT_User_03,,,,350
TIC-1561,Rehabilitation billing software applies incorrect massage therapy codes.,"Dear IT, the system is linking aquatic treatments to the wrong financial identifiers. This will cause massive insurance claim rejections soon.",Support,Medium,Open,CastHeat,ER,2026-03-06 23:00:00,User_099,IT_User_01,IT_User_01,,Similarité Sémantique,TIC-1561,350
TIC-1535,Oncology pharmacy technician lacks access to compounding portal.,Hello IT. Her profile was updated but missing the specific group policy for the hazardous drug mixing interface. Please correct this.,Bug,Medium,Open,SpaceSensor,Car park,2026-03-06 16:30:00,User_049,IT_User_02,IT_User_02,Access,,,350
TIC-0852,Reception lobby paging microphone broadcasts audio to the wrong floors.,Calling for a doctor in the main hall projects the sound into the surgical recovery rooms by mistake.,Bug,Medium,Open,MicRoute,Reception,2026-02-28 03:45:00,User_012,IT_User_03,IT_User_03,,,,350
TIC-1192,Patient registration portal vulnerable to basic cross site scripting.,"Good morning, malicious code can be injected into the address fields. We need to sanitize the web database inputs.",Bug,Medium,Open,MicRoute,Reception,2026-03-03 16:45:00,User_042,IT_User_03,IT_User_03,,,,350
TIC-1425,Narcotic dispensing safe interface throws a catastrophic database error.,"Good morning, the main console crashed to a memory dump. We cannot retrieve pain medications for the hospital.",Error,Medium,Open,XrayFault,Radiology,2026-03-05 03:45:00,User_018,IT_User_04,IT_User_04,,,,350
TIC-0568,Stockroom climate control monitoring software is showing an unreadable corrupted display.,The digital dashboard that verifies the temperature for sensitive surgical implants is just showing random symbols. We cannot guarantee the integrity of the materials without this monitoring software functioning.,Error,Medium,Open,ClimateDash,Stock,2026-02-25 04:45:00,User_062,IT_User_06,IT_User_06,,,,350
TIC-1527,Mobile cardiac telemetry receivers drop signal completely today.,Good morning. The remote observation station cannot detect the wearable heart monitors. Patients on the ward are completely unmonitored right now.,Access,Medium,Open,VIPDoor,Admissions,2026-03-06 14:30:00,User_015,IT_User_09,IT_User_09,,,,350
TIC-0512,Surgical instrument counting scanner misses barcode tags during the final tally.,The system falsely reports missing sponges and clamps because the optical reader is failing. We are spending hours manually recounting sterile trays before closing incisions.,Support,High,In Progress,CountSafe,Surgery,2026-02-24 14:45:00,User_082,IT_User_03,IT_User_03,,,,350
TIC-0510,Secure narcotics lockbox in the emergency room denies the charge nurse.,The electronic keypad flashes a red error code and refuses to open. We cannot access necessary pain medications for patients suffering from acute traumatic injuries.,Access,High,Resolved,NarcoBox,ER,2026-02-24 14:15:00,User_034,IT_User_10,IT_User_10,,,,350
TIC-0571,Automated parking ticket dispenser machine is completely out of thermal paper.,The hardware sensor that usually alerts us when the roll is low completely failed. Visitors are trapped at the entrance because the boom gate will not open without dispensing.,Support,Medium,Open,TicketPaper,Car park,2026-02-25 05:30:00,User_015,IT_User_01,IT_User_01,,,,350
TIC-0799,Outpatient clinic manager denied access to the electronic billing dispute system.,"She needs to resolve a patient charge, but the system says her authorization token expired and requires a manual renewal.",Access,Medium,Open,TokenRenew,Outpatient Clinic,2026-02-27 14:30:00,User_067,IT_User_08,IT_User_08,,,,350
TIC-1627,Radiologist voice dictation software fails to parse medical terminology.,"Greetings, the artificial intelligence engine replaces clinical words with gibberish. The digital transcription process is completely halted for doctors.",Bug,Medium,Open,VoiceAI,Radiology,2026-03-10 17:15:00,User_031,IT_User_03,IT_User_03,,Doublon Exact,TIC-1627,350
TIC-1050,Visiting oncologist denied access to the secure pathology archives.,His temporary credential lacks the necessary security group membership to view the biopsy results. Please elevate his permissions.,Access,Medium,Open,PathoView,Oncology,2026-03-02 05:15:00,User_071,IT_User_10,IT_User_10,,,,350
TIC-1046,Chemotherapy infusion pump touch screen completely unresponsive to touch.,The nurse cannot program the vital medication flow rate because the digitized glass panel is dead. Replace hardware.,Support,High,In Progress,ChemoTouch,Oncology,2026-03-02 04:15:00,User_062,IT_User_04,IT_User_04,,,,350
TIC-1040,Mass spectrometer data processing module throws a memory exception.,The software runs out of random access memory and crashes halfway through analyzing complex chemical compounds. Needs upgrade.,Error,Medium,Open,SpecMem,Lab,2026-03-02 02:45:00,User_027,IT_User_10,IT_User_10,,,,350
TIC-1226,Mammography image viewer distorts the actual breast tissue completely.,"Hello team, the contrast enhancement feature introduces fake shadows. This severely compromises our daily cancer diagnostics significantly.",Error,High,In Progress,FeedErr,ICU,2026-03-04 01:15:00,User_042,IT_User_04,IT_User_04,Bug,,,350
TIC-1626,Picture archiving communication system search index is completely corrupted.,"Hello team, querying a patient ID returns zero results. The digital database requires an immediate backend search index rebuild.",Software,High,In Progress,PACSSearch,Radiology,2026-03-10 17:00:00,User_088,IT_User_01,IT_User_01,,Doublon Exact,TIC-1626,350
TIC-0778,Pathology dictation files inaccessible due to corrupted network share permissions.,Nobody in the department can open the audio files because the file ownership was accidentally transferred to a deleted user.,Access,High,In Progress,FileOwner,Pathology,2026-02-27 09:15:00,User_082,IT_User_06,IT_User_06,,,,350
TIC-0781,Emergency room physician denied access to the secure psychiatric notes.,"The doctor needs to review a patient's mental health history, but the electronic chart restricts access to psychiatric staff only.",Access,High,Resolved,PsychNotes,ER,2026-02-27 10:00:00,User_076,IT_User_01,IT_User_01,,,,350
TIC-1390,Radiology portable ultrasound probe software crashes during vascular scans.,"Greetings, the image processing engine freezes when tracking blood flow. The workstation requires a massive software patch today.",Bug,Medium,Open,NameRuin,Maternity,2026-03-05 18:15:00,User_062,IT_User_10,IT_User_10,,,,350
TIC-1391,Intensive care arterial line transducer module fails to initialize.,"Hello IT, the bedside monitor cannot read the continuous blood pressure device. The physical port seems totally dead.",Support,High,In Progress,LensJam,Pathology,2026-03-05 18:30:00,User_023,IT_User_01,IT_User_01,,,,350
TIC-1394,Neurology transcranial magnetic stimulator software bypasses the power limits.,"Dear IT, the safety guardrails failed. The machine attempted to deliver an unsafe magnetic pulse. Investigate this immediately.",Error,High,Resolved,FumeCrash,Pathology,2026-03-05 19:15:00,User_071,IT_User_07,IT_User_07,,,,350
TIC-1392,Admissions desk document scanner glass is physically cracked heavily.,"Hi team, a stapler was dropped on it. Every scanned insurance card has a massive black line across.",Network,Medium,Open,DictateDrop,Pathology,2026-03-05 18:45:00,User_042,IT_User_03,IT_User_03,Support,,,350
TIC-1410,Suture cart barcode scanner laser is completely burned out.,"Dear team, the optical lens is dead. We cannot digitally inventory the wound closure supplies used during emergencies.",Access,Medium,Open,SchedView,Cardiology,2026-03-04 23:10:00,User_074,IT_User_09,IT_User_09,,Similarité Sémantique,TIC-1410,350
TIC-1591,Intensive care ventilator software triggers completely false alarms.,"Dear IT, the system screams that the pressure is too high, but physical gauges show perfect levels. This causes extreme alarm fatigue.",Support,Medium,Open,PediBP,Pediatrics,2026-03-07 06:30:00,User_023,IT_User_01,IT_User_01,,,,350
TIC-0867,Admissions department scanning terminal denies access to the domain network.,The computer fell off the active directory domain trust and cannot communicate with any internal hospital file servers.,Access,Medium,Open,DomainTrust,Admissions,2026-02-28 07:30:00,User_004,IT_User_09,IT_User_09,,,,350
TIC-0906,Echocardiogram contrast injector pump reports a fatal pressure exception.,The mechanical syringe driver crashed midway through a diagnostic scan. The patient study is completely ruined now.,Error,High,In Progress,InjectFlow,Cardiology,2026-02-28 17:15:00,User_071,IT_User_09,IT_User_09,,,,350
TIC-1019,Pneumatic tube routing software throws a massive delivery exception.,Urgent medications are getting stuck in the walls because the destination logic module crashed hard. Restart the server.,Error,High,Resolved,TubeRoute,Pharmacy,2026-03-01 21:30:00,User_051,IT_User_08,IT_User_08,,,,350
TIC-0898,Maternity infant weight scale calculates completely impossible negative mass values.,"The digital logic is broken, recording that a newborn baby weighs negative two kilograms. Fix the internal math.",Bug,Medium,Open,ScaleMath,Maternity,2026-02-28 15:15:00,User_034,IT_User_06,IT_User_06,,Similarité Sémantique,TIC-0898,350
TIC-1362,Dialysis fistula needle barcode scanner completely fails to initialize.,"Greetings, the optical reader throws a driver fault. We cannot digitally verify the sterile needles before starting filtration.",Access,Medium,Open,MenuAide,Kitchen,2026-03-05 11:15:00,User_027,IT_User_03,IT_User_03,Support,,,350
TIC-0595,Electron microscope imaging software completely locks up during high resolution file exports.,The computer runs entirely out of memory and freezes solid when attempting to save the massive image files to the shared network drive. We need a massive RAM upgrade.,Software,Medium,Open,MicroExport,Pathology,2026-02-25 11:30:00,User_055,IT_User_02,IT_User_02,,,,350
TIC-1251,Chemotherapy mixing software calculates completely impossible fluid volumes entirely.,"Hello team, the math logic is demanding negative milliliters of toxic drugs. The update broke the calculator completely.",Access,High,In Progress,ChartLock,Pediatrics,2026-03-04 07:30:00,User_055,IT_User_01,IT_User_01,,Similarité Sémantique,TIC-1251,350
TIC-1258,Pediatric ward interactive playroom television is physically completely shattered.,"Greetings, a thrown toy destroyed the glass screen. It is a severe physical hazard for the toddlers entirely.",Access,Medium,Open,FetalView,Maternity,2026-03-04 09:15:00,User_019,IT_User_06,IT_User_06,,Similarité Sémantique,TIC-1258,350
TIC-1232,Electronic flowsheet software duplicates the hourly nursing vital entries.,"Hi team, every time we save blood pressure, it creates two identical records. This clutters the chart totally.",Support,Medium,Open,BadgePrint,Reception,2026-03-04 02:45:00,User_034,IT_User_03,IT_User_03,,,,350
TIC-1360,Car park automated space guidance lights show green incorrectly.,"Hello, the ceiling sensors are completely miscalibrated. They direct arriving patients into spaces that are already physically occupied.",Support,Medium,Open,MicRip,Reception,2026-03-05 10:45:00,User_008,IT_User_10,IT_User_10,,,,350
TIC-1236,Patient identity scanner throws a fatal driver exception code.,"Hello team, the hardware cannot initialize. We are unable to digitally capture incoming driver licenses today completely.",Bug,Medium,Open,GymSched,Physiotherapy,2026-03-04 03:45:00,User_019,IT_User_04,IT_User_04,,,,350
TIC-0467,Barcode scanners in the warehouse beep successfully but do not update the database.,"We spent three hours scanning a massive delivery, and the system still shows zero inventory. The API endpoint seems to be silently failing to save our data.",Bug,High,In Progress,ScanSync,Stock,2026-02-24 03:30:00,User_004,IT_User_09,IT_User_09,,,,350
TIC-0489,Maternity ward visitor registration kiosk is printing blank sticky badges for everyone.,We cannot identify who is allowed on the secure ward because the thermal printer is outputting completely blank white squares. Change the ink or replace the unit.,Error,Medium,Open,BadgePrint,Maternity,2026-02-24 09:00:00,User_004,IT_User_08,IT_User_08,Support,,,350
TIC-0882,Cardiologist denied access to the regional electronic health record exchange.,The external database requires a new authentication token that the physician was never issued. Please provision their access.,Access,Medium,Open,TokenNeed,Cardiology,2026-02-28 11:15:00,User_008,IT_User_03,IT_User_03,,,,350
TIC-1009,Patient tracking whiteboard deletes arriving emergency cases entirely automatically.,The digital display purges new entries after five minutes. We are losing track of critical patients waiting outside.,Bug,High,Resolved,ERBoard,ER,2026-03-01 19:00:00,User_093,IT_User_06,IT_User_06,,,,350
TIC-1030,Patient vital sign alarms trigger continuously without any reason.,"The software thresholds are corrupted, causing the monitors to scream even when the patient is perfectly stable physically.",Bug,Medium,Open,VitalAlarm,ICU,2026-03-02 00:15:00,User_012,IT_User_10,IT_User_10,,,,350
TIC-0621,Patient tracking whiteboard fails to update bed assignments.,The digital board is stuck showing patients who were discharged hours ago. Restart the display.,Bug,Medium,Open,ERBoard,ER,2026-02-25 18:00:00,User_088,IT_User_01,IT_User_01,,,,350
TIC-1611,Electrocardiogram analysis application interface renders fonts entirely unreadable today.,"Hello IT, a cascading style sheet update broke the digital layout. Doctors cannot read the diagnostic measurements on screen.",Software,Medium,Open,ECGRender,Cardiology,2026-03-10 13:15:00,User_071,IT_User_09,IT_User_09,,Doublon Exact,TIC-1611,350
TIC-1707,Fast track clinical charting software throws a database exception.,"Greetings, the application throws a java runtime error. We cannot save the digital patient encounter notes into the system.",Error,High,In Progress,FastChart,ER,2026-03-10 12:15:00,User_015,IT_User_07,IT_User_07,,Doublon Exact,TIC-1707,350
TIC-1721,Pharmacy inventory database API returns a fatal syntax error.,"Hello IT, the digital interface cannot communicate with our vendor. We cannot submit the automated electronic medication purchase orders.",Error,High,In Progress,PharmAPI,Pharmacy,2026-03-10 15:45:00,User_008,IT_User_04,IT_User_04,,Doublon Exact,TIC-1721,350
TIC-1716,Surgical scheduling web portal displays a completely blank interface.,"Hello team, the frontend framework failed to load. The coordinators cannot view the digital operative calendar on their browsers.",Software,High,In Progress,SurgiWeb,Surgery,2026-03-10 14:30:00,User_067,IT_User_01,IT_User_01,,Doublon Exact,TIC-1716,350
TIC-0980,Clinic receptionist denied access to the patient billing module.,The new clerk cannot collect copays for rehabilitation sessions because her active directory account lacks financial software permissions.,Access,Medium,Open,BillAccess,Physiotherapy,2026-03-01 11:45:00,User_019,IT_User_10,IT_User_10,,,,350
TIC-1371,Intensive care continuous dialysis filter monitor shows false clogs.,"Hi team, the pressure sensor triggers alarms constantly. The physical filter is pristine but the software halts treatment.",Error,High,In Progress,BladeJam,Car park,2026-03-05 13:30:00,User_015,IT_User_01,IT_User_01,,,,350
TIC-0623,Pharmacy barcode scanner completely unresponsive to damaged labels.,"The laser scanner fails to read slightly smudged medication barcodes, forcing dangerous manual data entry.",Support,Medium,Open,ScanMeds,Pharmacy,2026-02-25 18:30:00,User_004,IT_User_05,IT_User_05,,,,350
TIC-0622,Surgical scheduling app double books the main operating theater.,Two different surgical teams arrived to use OR 1 at the same time. Fix logic.,Software,High,In Progress,SurgiBook,Surgery,2026-02-25 18:15:00,User_031,IT_User_03,IT_User_03,,,,350
TIC-1682,Physiotherapy scheduling calendar allows massive overlapping of digital appointments.,"Greetings, the software logic ignores the gym capacity limits. Ten patients are electronically booked for the exact same timeslot.",Software,Medium,Open,GymOverlap,Physiotherapy,2026-03-11 07:00:00,User_067,IT_User_09,IT_User_09,,Doublon Exact,TIC-1682,350
TIC-0669,Pediatric ward baby scale digital display is completely dead.,We cannot weigh the infants because the LCD screen on the rolling scale won't illuminate.,Support,Medium,Open,ScaleLCD,Pediatrics,2026-02-26 06:00:00,User_023,IT_User_08,IT_User_08,,,,350
TIC-1276,Automated ticket dispenser machine throws a severe mechanical exception completely.,"Hello team, the internal paper cutting blade is jammed. Visitors cannot enter the garage because tickets won't print.",Network,Medium,Open,BlueDrop,Physiotherapy,2026-03-04 13:45:00,User_034,IT_User_04,IT_User_04,Support,,,350
TIC-0644,ICU blood gas analyzer refuses to print paper results.,The machine tests the blood but the thermal printer is jammed and refusing to feed.,Support,Medium,Open,GasPrint,ICU,2026-02-25 23:45:00,User_031,IT_User_07,IT_User_07,,,,350
TIC-0642,Pharmacy automated dispenser arm stuck in continuous loop.,The robot keeps trying to grab the same empty pill bottle and ignoring new requests.,Bug,Medium,Open,PillArm,Pharmacy,2026-02-25 23:15:00,User_014,IT_User_03,IT_User_03,,,,350
TIC-0702,Pharmacist account locked after mandatory password reset policy applied.,The main dispensing software rejects the newly created passwords. We cannot process any outbound medication orders until unlocked.,Access,High,In Progress,PharmLog,Pharmacy,2026-02-26 14:15:00,User_015,IT_User_07,IT_User_07,,,,350
TIC-1274,Barcode scanning guns disconnect from wifi behind the metal shelving.,"Good morning, the access points do not penetrate the dense storage aisles. We need network repeaters installed quickly.",Support,Medium,Open,LaserDead,Stock,2026-03-04 13:15:00,User_012,IT_User_07,IT_User_07,,Similarité Sémantique,TIC-1274,350
TIC-1373,Laboratory digital microscope camera software corrupts the exported files.,"Dear IT, saving the high resolution blood smears results in unreadable digital artifacts. Reinstall the image rendering module.",Software,Medium,Open,ParkClock,Car park,2026-03-05 14:00:00,User_055,IT_User_05,IT_User_05,,,,350
TIC-1345,Outpatient visual acuity eye chart application displays blurry letters.,"Dear IT, the monitor resolution settings are corrupted. We cannot accurately measure patient vision using this distorted screen.",Error,Medium,Open,DopplerMem,Neurology,2026-03-05 07:00:00,User_004,IT_User_02,IT_User_02,Software,,,350
TIC-0941,Electroencephalogram video camera fails to focus on the patient.,The autofocus mechanism is broken. We cannot capture the subtle facial twitches necessary to diagnose complex seizure disorders.,Support,Medium,Open,EEGVideo,Neurology,2026-03-01 02:00:00,User_051,IT_User_01,IT_User_01,,,,350
TIC-0939,Chemistry analyzer software throws a catastrophic database connection exception.,"The machine is running the metabolic panels, but the results vanish because the local database bridge is broken.",Error,High,In Progress,ChemBase,Lab,2026-03-01 01:30:00,User_099,IT_User_08,IT_User_08,,,,350
